Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000346,Male,Yes,1,Not Graduate,No,2916,2083,90,360,1,Semiurban,N
LP000347,Female,No,0,Graduate,No,5000,0,150,360,1,Urban,Y
LP000348,Male,Yes,3+,Graduate,Yes,3750,0,110,360,1,Rural,N
LP000349,Female,No,2,Not Graduate,No,6250,0,200,360,1,Semiurban,Y
LP000350,Male,Yes,0,Graduate,No,3333,0,100,360,1,Urban,N
LP000351,Female,No,1,Graduate,Yes,5416,0,175,360,1,Rural,Y
LP000352,Male,Yes,2,Graduate,No,4166,0,130,360,1,Semiurban,N
LP000353,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Urban,Y
LP000354,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Rural,N
LP000355,Female,No,0,Not Graduate,No,5000,0,150,360,1,Semiurban,Y
LP000356,Male,Yes,3+,Graduate,No,3750,0,110,360,1,Urban,N
LP000357,Female,No,2,Graduate,Yes,6250,0,200,360,1,Rural,Y
LP000358,Male,Yes,0,Not Graduate,No,3333,0,100,360,1,Semiurban,N
LP000359,Female,No,1,Graduate,Yes,5416,0,175,360,1,Urban,Y
LP000360,Male,Yes,2,Graduate,No,4166,0,130,360,1,Rural,N
LP000361,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Semiurban,Y
LP000362,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Urban,N
LP000363,Female,No,0,Graduate,No,5000,0,150,360,1,Rural,Y
LP000364,Male,Yes,3+,Not Graduate,No,3750,0,110,360,1,Semiurban,N
LP000365,Female,No,2,Graduate,Yes,6250,0,200,360,1,Urban,Y
LP000366,Male,Yes,0,Graduate,No,3333,0,100,360,1,Rural,N
LP000367,Female,No,1,Not Graduate,Yes,5416,0,175,360,1,Semiurban,Y
LP000368,Male,Yes,2,Graduate,No,4166,0,130,360,1,Urban,N
LP000369,Female,No,3+,Graduate,Yes,4583,0,128,360,1,Rural,Y
LP000370,Male,Yes,1,Not Graduate,No,2916,2083,90,360,1,Semiurban,N
LP000371,Female,No,0,Graduate,No,5000,0,150,360,1,Urban,Y
LP000372,Male,Yes,3+,Graduate,Yes,3750,0,110,360,1,Rural,N
LP000373,Female,No,2,Not Graduate,No,6250,0,200,360,1,Semiurban,Y
LP000374,Male,Yes,0,Graduate,No,3333,0,100,360,1,Urban,N
LP000375,Female,No,1,Graduate,Yes,5416,0,175,360,1,Rural,Y
LP000376,Male,Yes,2,Graduate,No,4166,0,130,360,1,Semiurban,N
LP000377,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Urban,Y
LP000378,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Rural,N
LP000379,Female,No,0,Not Graduate,No,5000,0,150,360,1,Semiurban,Y
LP000380,Male,Yes,3+,Graduate,No,3750,0,110,360,1,Urban,N
LP000381,Female,No,2,Graduate,Yes,6250,0,200,360,1,Rural,Y
LP000382,Male,Yes,0,Not Graduate,No,3333,0,100,360,1,Semiurban,N
LP000383,Female,No,1,Graduate,Yes,5416,0,175,360,1,Urban,Y
LP000384,Male,Yes,2,Graduate,No,4166,0,130,360,1,Rural,N
LP000385,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Semiurban,Y
LP000386,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Urban,N
LP000387,Female,No,0,Graduate,No,5000,0,150,360,1,Rural,Y
LP000388,Male,Yes,3+,Not Graduate,No,3750,0,110,360,1,Semiurban,N
LP000389,Female,No,2,Graduate,Yes,6250,0,200,360,1,Urban,Y
LP000390,Male,Yes,0,Graduate,No,3333,0,100,360,1,Rural,N
LP000391,Female,No,1,Not Graduate,Yes,5416,0,175,360,1,Semiurban,Y
LP000392,Male,Yes,2,Graduate,No,4166,0,130,360,1,Urban,N
LP000393,Female,No,3+,Graduate,Yes,4583,0,128,360,1,Rural,Y
LP000394,Male,Yes,1,Not Graduate,No,2916,2083,90,360,1,Semiurban,N
LP000395,Female,No,0,Graduate,No,5000,0,150,360,1,Urban,Y
LP000396,Male,Yes,3+,Graduate,Yes,3750,0,110,360,1,Rural,N
LP000397,Female,No,2,Not Graduate,No,6250,0,200,360,1,Semiurban,Y
LP000398,Male,Yes,0,Graduate,No,3333,0,100,360,1,Urban,N
LP000399,Female,No,1,Graduate,Yes,5416,0,175,360,1,Rural,Y
LP000400,Male,Yes,2,Graduate,No,4166,0,130,360,1,Semiurban,N
LP000401,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Urban,Y
LP000402,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Rural,N
LP000403,Female,No,0,Not Graduate,No,5000,0,150,360,1,Semiurban,Y
LP000404,Male,Yes,3+,Graduate,No,3750,0,110,360,1,Urban,N
LP000405,Female,No,2,Graduate,Yes,6250,0,200,360,1,Rural,Y
LP000406,Male,Yes,0,Not Graduate,No,3333,0,100,360,1,Semiurban,N
LP000407,Female,No,1,Graduate,Yes,5416,0,175,360,1,Urban,Y
LP000408,Male,Yes,2,Graduate,No,4166,0,130,360,1,Rural,N
LP000409,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Semiurban,Y
LP000410,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Urban,N
LP000411,Female,No,0,Graduate,No,5000,0,150,360,1,Rural,Y
LP000412,Male,Yes,3+,Not Graduate,No,3750,0,110,360,1,Semiurban,N
LP000413,Female,No,2,Graduate,Yes,6250,0,200,360,1,Urban,Y
LP000414,Male,Yes,0,Graduate,No,3333,0,100,360,1,Rural,N
LP000415,Female,No,1,Not Graduate,Yes,5416,0,175,360,1,Semiurban,Y
LP000416,Male,Yes,2,Graduate,No,4166,0,130,360,1,Urban,N
LP000417,Female,No,3+,Graduate,Yes,4583,0,128,360,1,Rural,Y
LP000418,Male,Yes,1,Not Graduate,No,2916,2083,90,360,1,Semiurban,N
LP000419,Female,No,0,Graduate,No,5000,0,150,360,1,Urban,Y
LP000420,Male,Yes,3+,Graduate,Yes,3750,0,110,360,1,Rural,N
LP000421,Female,No,2,Not Graduate,No,6250,0,200,360,1,Semiurban,Y
LP000422,Male,Yes,0,Graduate,No,3333,0,100,360,1,Urban,N
LP000423,Female,No,1,Graduate,Yes,5416,0,175,360,1,Rural,Y
LP000424,Male,Yes,2,Graduate,No,4166,0,130,360,1,Semiurban,N
LP000425,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Urban,Y
LP000426,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Rural,N
LP000427,Female,No,0,Not Graduate,No,5000,0,150,360,1,Semiurban,Y
LP000428,Male,Yes,3+,Graduate,No,3750,0,110,360,1,Urban,N
LP000429,Female,No,2,Graduate,Yes,6250,0,200,360,1,Rural,Y
LP000430,Male,Yes,0,Not Graduate,No,3333,0,100,360,1,Semiurban,N
LP000431,Female,No,1,Graduate,Yes,5416,0,175,360,1,Urban,Y
LP000432,Male,Yes,2,Graduate,No,4166,0,130,360,1,Rural,N
LP000433,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Semiurban,Y
LP000434,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Urban,N
LP000435,Female,No,0,Graduate,No,5000,0,150,360,1,Rural,Y
LP000436,Male,Yes,3+,Not Graduate,No,3750,0,110,360,1,Semiurban,N
LP000437,Female,No,2,Graduate,Yes,6250,0,200,360,1,Urban,Y
LP000438,Male,Yes,0,Graduate,No,3333,0,100,360,1,Rural,N
LP000439,Female,No,1,Not Graduate,Yes,5416,0,175,360,1,Semiurban,Y
LP000440,Male,Yes,2,Graduate,No,4166,0,130,360,1,Urban,N
LP000441,Female,No,3+,Graduate,Yes,4583,0,128,360,1,Rural,Y
LP000442,Male,Yes,1,Not Graduate,No,2916,2083,90,360,1,Semiurban,N
LP000443,Female,No,0,Graduate,No,5000,0,150,360,1,Urban,Y
LP000444,Male,Yes,3+,Graduate,Yes,3750,0,110,360,1,Rural,N
LP000445,Female,No,2,Not Graduate,No,6250,0,200,360,1,Semiurban,Y
LP000446,Male,Yes,0,Graduate,No,3333,0,100,360,1,Urban,N
LP000447,Female,No,1,Graduate,Yes,5416,0,175,360,1,Rural,Y
LP000448,Male,Yes,2,Graduate,No,4166,0,130,360,1,Semiurban,N
LP000449,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Urban,Y
LP000450,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Rural,N
LP000451,Female,No,0,Not Graduate,No,5000,0,150,360,1,Semiurban,Y
LP000452,Male,Yes,3+,Graduate,No,3750,0,110,360,1,Urban,N
LP000453,Female,No,2,Graduate,Yes,6250,0,200,360,1,Rural,Y
LP000454,Male,Yes,0,Not Graduate,No,3333,0,100,360,1,Semiurban,N
LP000455,Female,No,1,Graduate,Yes,5416,0,175,360,1,Urban,Y
LP000456,Male,Yes,2,Graduate,No,4166,0,130,360,1,Rural,N
LP000457,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Semiurban,Y
LP000458,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Urban,N
LP000459,Female,No,0,Graduate,No,5000,0,150,360,1,Rural,Y
LP000460,Male,Yes,3+,Not Graduate,No,3750,0,110,360,1,Semiurban,N
LP000461,Female,No,2,Graduate,Yes,6250,0,200,360,1,Urban,Y
LP000462,Male,Yes,0,Graduate,No,3333,0,100,360,1,Rural,N
LP000463,Female,No,1,Not Graduate,Yes,5416,0,175,360,1,Semiurban,Y
LP000464,Male,Yes,2,Graduate,No,4166,0,130,360,1,Urban,N
LP000465,Female,No,3+,Graduate,Yes,4583,0,128,360,1,Rural,Y
LP000466,Male,Yes,1,Not Graduate,No,2916,2083,90,360,1,Semiurban,N
LP000467,Female,No,0,Graduate,No,5000,0,150,360,1,Urban,Y
LP000468,Male,Yes,3+,Graduate,Yes,3750,0,110,360,1,Rural,N
LP000469,Female,No,2,Not Graduate,No,6250,0,200,360,1,Semiurban,Y
LP000470,Male,Yes,0,Graduate,No,3333,0,100,360,1,Urban,N
LP000471,Female,No,1,Graduate,Yes,5416,0,175,360,1,Rural,Y
LP000472,Male,Yes,2,Graduate,No,4166,0,130,360,1,Semiurban,N
LP000473,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Urban,Y
LP000474,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Rural,N
LP000475,Female,No,0,Not Graduate,No,5000,0,150,360,1,Semiurban,Y
LP000476,Male,Yes,3+,Graduate,No,3750,0,110,360,1,Urban,N
LP000477,Female,No,2,Graduate,Yes,6250,0,200,360,1,Rural,Y
LP000478,Male,Yes,0,Not Graduate,No,3333,0,100,360,1,Semiurban,N
LP000479,Female,No,1,Graduate,Yes,5416,0,175,360,1,Urban,Y
LP000480,Male,Yes,2,Graduate,No,4166,0,130,360,1,Rural,N
LP000481,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Semiurban,Y
LP000482,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Urban,N
LP000483,Female,No,0,Graduate,No,5000,0,150,360,1,Rural,Y
LP000484,Male,Yes,3+,Not Graduate,No,3750,0,110,360,1,Semiurban,N
LP000485,Female,No,2,Graduate,Yes,6250,0,200,360,1,Urban,Y
LP000486,Male,Yes,0,Graduate,No,3333,0,100,360,1,Rural,N
LP000487,Female,No,1,Not Graduate,Yes,5416,0,175,360,1,Semiurban,Y
LP000488,Male,Yes,2,Graduate,No,4166,0,130,360,1,Urban,N
LP000489,Female,No,3+,Graduate,Yes,4583,0,128,360,1,Rural,Y
LP000490,Male,Yes,1,Not Graduate,No,2916,2083,90,360,1,Semiurban,N
LP000491,Female,No,0,Graduate,No,5000,0,150,360,1,Urban,Y
LP000492,Male,Yes,3+,Graduate,Yes,3750,0,110,360,1,Rural,N
LP000493,Female,No,2,Not Graduate,No,6250,0,200,360,1,Semiurban,Y
LP000494,Male,Yes,0,Graduate,No,3333,0,100,360,1,Urban,N
LP000495,Female,No,1,Graduate,Yes,5416,0,175,360,1,Rural,Y
LP000496,Male,Yes,2,Graduate,No,4166,0,130,360,1,Semiurban,N
LP000497,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Urban,Y
LP000498,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Rural,N
LP000499,Female,No,0,Not Graduate,No,5000,0,150,360,1,Semiurban,Y
LP000500,Male,Yes,3+,Graduate,No,3750,0,110,360,1,Urban,N
LP000501,Female,No,2,Graduate,Yes,6250,0,200,360,1,Rural,Y
LP000502,Male,Yes,0,Not Graduate,No,3333,0,100,360,1,Semiurban,N
LP000503,Female,No,1,Graduate,Yes,5416,0,175,360,1,Urban,Y
LP000504,Male,Yes,2,Graduate,No,4166,0,130,360,1,Rural,N
LP000505,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Semiurban,Y
LP000506,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Urban,N
LP000507,Female,No,0,Graduate,No,5000,0,150,360,1,Rural,Y
LP000508,Male,Yes,3+,Not Graduate,No,3750,0,110,360,1,Semiurban,N
LP000509,Female,No,2,Graduate,Yes,6250,0,200,360,1,Urban,Y
LP000510,Male,Yes,0,Graduate,No,3333,0,100,360,1,Rural,N
LP000511,Female,No,1,Not Graduate,Yes,5416,0,175,360,1,Semiurban,Y
LP000512,Male,Yes,2,Graduate,No,4166,0,130,360,1,Urban,N
LP000513,Female,No,3+,Graduate,Yes,4583,0,128,360,1,Rural,Y
LP000514,Male,Yes,1,Not Graduate,No,2916,2083,90,360,1,Semiurban,N
LP000515,Female,No,0,Graduate,No,5000,0,150,360,1,Urban,Y
LP000516,Male,Yes,3+,Graduate,Yes,3750,0,110,360,1,Rural,N
LP000517,Female,No,2,Not Graduate,No,6250,0,200,360,1,Semiurban,Y
LP000518,Male,Yes,0,Graduate,No,3333,0,100,360,1,Urban,N
LP000519,Female,No,1,Graduate,Yes,5416,0,175,360,1,Rural,Y
LP000520,Male,Yes,2,Graduate,No,4166,0,130,360,1,Semiurban,N
LP000521,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Urban,Y
LP000522,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Rural,N
LP000523,Female,No,0,Not Graduate,No,5000,0,150,360,1,Semiurban,Y
LP000524,Male,Yes,3+,Graduate,No,3750,0,110,360,1,Urban,N
LP000525,Female,No,2,Graduate,Yes,6250,0,200,360,1,Rural,Y
LP000526,Male,Yes,0,Not Graduate,No,3333,0,100,360,1,Semiurban,N
LP000527,Female,No,1,Graduate,Yes,5416,0,175,360,1,Urban,Y
LP000528,Male,Yes,2,Graduate,No,4166,0,130,360,1,Rural,N
LP000529,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Semiurban,Y
LP000530,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Urban,N
LP000531,Female,No,0,Graduate,No,5000,0,150,360,1,Rural,Y
LP000532,Male,Yes,3+,Not Graduate,No,3750,0,110,360,1,Semiurban,N
LP000533,Female,No,2,Graduate,Yes,6250,0,200,360,1,Urban,Y
LP000534,Male,Yes,0,Graduate,No,3333,0,100,360,1,Rural,N
LP000535,Female,No,1,Not Graduate,Yes,5416,0,175,360,1,Semiurban,Y
LP000536,Male,Yes,2,Graduate,No,4166,0,130,360,1,Urban,N
LP000537,Female,No,3+,Graduate,Yes,4583,0,128,360,1,Rural,Y
LP000538,Male,Yes,1,Not Graduate,No,2916,2083,90,360,1,Semiurban,N
LP000539,Female,No,0,Graduate,No,5000,0,150,360,1,Urban,Y
LP000540,Male,Yes,3+,Graduate,Yes,3750,0,110,360,1,Rural,N
LP000541,Female,No,2,Not Graduate,No,6250,0,200,360,1,Semiurban,Y
LP000542,Male,Yes,0,Graduate,No,3333,0,100,360,1,Urban,N
LP000543,Female,No,1,Graduate,Yes,5416,0,175,360,1,Rural,Y
LP000544,Male,Yes,2,Graduate,No,4166,0,130,360,1,Semiurban,N
LP000545,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Urban,Y
LP000546,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Rural,N
LP000547,Female,No,0,Not Graduate,No,5000,0,150,360,1,Semiurban,Y
LP000548,Male,Yes,3+,Graduate,No,3750,0,110,360,1,Urban,N
LP000549,Female,No,2,Graduate,Yes,6250,0,200,360,1,Rural,Y
LP000550,Male,Yes,0,Not Graduate,No,3333,0,100,360,1,Semiurban,N
LP000551,Female,No,1,Graduate,Yes,5416,0,175,360,1,Urban,Y
LP000552,Male,Yes,2,Graduate,No,4166,0,130,360,1,Rural,N
LP000553,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Semiurban,Y
LP000554,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Urban,N
LP000555,Female,No,0,Graduate,No,5000,0,150,360,1,Rural,Y
LP000556,Male,Yes,3+,Not Graduate,No,3750,0,110,360,1,Semiurban,N
LP000557,Female,No,2,Graduate,Yes,6250,0,200,360,1,Urban,Y
LP000558,Male,Yes,0,Graduate,No,3333,0,100,360,1,Rural,N
LP000559,Female,No,1,Not Graduate,Yes,5416,0,175,360,1,Semiurban,Y
LP000560,Male,Yes,2,Graduate,No,4166,0,130,360,1,Urban,N
LP000561,Female,No,3+,Graduate,Yes,4583,0,128,360,1,Rural,Y
LP000562,Male,Yes,1,Not Graduate,No,2916,2083,90,360,1,Semiurban,N
LP000563,Female,No,0,Graduate,No,5000,0,150,360,1,Urban,Y
LP000564,Male,Yes,3+,Graduate,Yes,3750,0,110,360,1,Rural,N
LP000565,Female,No,2,Not Graduate,No,6250,0,200,360,1,Semiurban,Y
LP000566,Male,Yes,0,Graduate,No,3333,0,100,360,1,Urban,N
LP000567,Female,No,1,Graduate,Yes,5416,0,175,360,1,Rural,Y
LP000568,Male,Yes,2,Graduate,No,4166,0,130,360,1,Semiurban,N
LP000569,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Urban,Y
LP000570,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Rural,N
LP000571,Female,No,0,Not Graduate,No,5000,0,150,360,1,Semiurban,Y
LP000572,Male,Yes,3+,Graduate,No,3750,0,110,360,1,Urban,N
LP000573,Female,No,2,Graduate,Yes,6250,0,200,360,1,Rural,Y
LP000574,Male,Yes,0,Not Graduate,No,3333,0,100,360,1,Semiurban,N
LP000575,Female,No,1,Graduate,Yes,5416,0,175,360,1,Urban,Y
LP000576,Male,Yes,2,Graduate,No,4166,0,130,360,1,Rural,N
LP000577,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Semiurban,Y
LP000578,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Urban,N
LP000579,Female,No,0,Graduate,No,5000,0,150,360,1,Rural,Y
LP000580,Male,Yes,3+,Not Graduate,No,3750,0,110,360,1,Semiurban,N
LP000581,Female,No,2,Graduate,Yes,6250,0,200,360,1,Urban,Y
LP000582,Male,Yes,0,Graduate,No,3333,0,100,360,1,Rural,N
LP000583,Female,No,1,Not Graduate,Yes,5416,0,175,360,1,Semiurban,Y
LP000584,Male,Yes,2,Graduate,No,4166,0,130,360,1,Urban,N
LP000585,Female,No,3+,Graduate,Yes,4583,0,128,360,1,Rural,Y
LP000586,Male,Yes,1,Not Graduate,No,2916,2083,90,360,1,Semiurban,N
LP000587,Female,No,0,Graduate,No,5000,0,150,360,1,Urban,Y
LP000588,Male,Yes,3+,Graduate,Yes,3750,0,110,360,1,Rural,N
LP000589,Female,No,2,Not Graduate,No,6250,0,200,360,1,Semiurban,Y
LP000590,Male,Yes,0,Graduate,No,3333,0,100,360,1,Urban,N
LP000591,Female,No,1,Graduate,Yes,5416,0,175,360,1,Rural,Y
LP000592,Male,Yes,2,Graduate,No,4166,0,130,360,1,Semiurban,N
LP000593,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Urban,Y
LP000594,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Rural,N
LP000595,Female,No,0,Not Graduate,No,5000,0,150,360,1,Semiurban,Y
LP000596,Male,Yes,3+,Graduate,No,3750,0,110,360,1,Urban,N
LP000597,Female,No,2,Graduate,Yes,6250,0,200,360,1,Rural,Y
LP000598,Male,Yes,0,Not Graduate,No,3333,0,100,360,1,Semiurban,N
LP000599,Female,No,1,Graduate,Yes,5416,0,175,360,1,Urban,Y
LP000600,Male,Yes,2,Graduate,No,4166,0,130,360,1,Rural,N
LP000601,Female,No,3+,Not Graduate,No,4583,0,128,360,1,Semiurban,Y
LP000602,Male,Yes,1,Graduate,Yes,2916,2083,90,360,1,Urban,N
LP000603,Female,No,0,Graduate,No,5000,0,150,360,1,Rural,Y
LP000604,Male,Yes,3+,Not Graduate,No,3750,0,110,360,1,Semiurban,N
LP000605,Female,No,2,Graduate,Yes,6250,0,200,360,1,Urban,Y
LP000606,Male,Yes,0,Graduate,No,3333,0,100,360,1,Rural,N
LP000607,Female,No,1,Not Graduate,Yes,5416,0,175,360,1,Semiurban,Y
LP000608,Male,Yes,2,Graduate,No,4166,0,130,360,1,Urban,N
LP000609,Female,No,3+,Graduate,Yes,4583,0,128,360,1,Rural,Y
LP000610,Male,Yes,1,Not Graduate,No,2916,2083,90,360,1,Semiurban,N
LP000611,Female,No,0,Graduate,No,5000,0,150,360,1,Urban,Y
LP000612,Male,Yes,3+,Graduate,Yes,3750,0,110,360,1,Rural,N
LP000613,Female,No,2,Not Graduate,No,6250,0,200,360,1,Semiurban,Y
LP000614,Male,Yes,0,Graduate,No,3333,0,100,360,1,Urban,N
LP000615,Female,No,1,Graduate,Yes,5416,0,175,360,1,Rural,Y
LP000616,Male,Yes,2,Graduate,No,4166,0,130,360,1,Semiurban,N
LP000617,Male,Yes,1,Graduate,Yes,4583,1508,360,128,1,Urban,y
LP000618,Male,Yes,0,Graduate,No,3333,0,100,360,1,Rural,N
